dteday,year_month,day_name,season,casual,registered,cnt
2012-03-25,2012-03,Sun,summer,1,7,8
2012-03-25,2012-03,Sun,summer,0,6,6
2012-03-25,2012-03,Sun,summer,5,13,18
2012-03-25,2012-03,Sun,summer,14,25,39
2012-03-25,2012-03,Sun,summer,21,68,89
2012-03-25,2012-03,Sun,summer,26,92,118
2012-03-25,2012-03,Sun,summer,78,172,250
2012-03-25,2012-03,Sun,summer,106,217,323
2012-03-25,2012-03,Sun,summer,122,238,360
2012-03-25,2012-03,Sun,summer,110,257,367
2012-03-25,2012-03,Sun,summer,123,291,414
2012-03-25,2012-03,Sun,summer,139,282,421
2012-03-25,2012-03,Sun,summer,153,339,492
2012-03-25,2012-03,Sun,summer,146,273,419
2012-03-25,2012-03,Sun,summer,202,289,491
2012-03-25,2012-03,Sun,summer,114,261,375
2012-03-25,2012-03,Sun,summer,63,196,259
2012-03-25,2012-03,Sun,summer,25,124,149
2012-03-25,2012-03,Sun,summer,19,92,111
2012-03-25,2012-03,Sun,summer,9,56,65
2012-03-26,2012-03,Mon,summer,10,23,33
2012-03-26,2012-03,Mon,summer,18,10,28
2012-03-26,2012-03,Mon,summer,14,6,20
2012-03-26,2012-03,Mon,summer,0,1,1
2012-03-26,2012-03,Mon,summer,0,4,4
2012-03-26,2012-03,Mon,summer,0,36,36
2012-03-26,2012-03,Mon,summer,7,110,117
2012-03-26,2012-03,Mon,summer,15,355,370
2012-03-26,2012-03,Mon,summer,32,625,657
2012-03-26,2012-03,Mon,summer,37,245,282
2012-03-26,2012-03,Mon,summer,55,98,153
2012-03-26,2012-03,Mon,summer,47,131,178
2012-03-26,2012-03,Mon,summer,63,216,279
2012-03-26,2012-03,Mon,summer,79,222,301
2012-03-26,2012-03,Mon,summer,58,159,217
2012-03-26,2012-03,Mon,summer,66,157,223
2012-03-26,2012-03,Mon,summer,60,245,305
2012-03-26,2012-03,Mon,summer,65,599,664
2012-03-26,2012-03,Mon,summer,90,594,684
2012-03-26,2012-03,Mon,summer,41,417,458
2012-03-26,2012-03,Mon,summer,12,209,221
2012-03-26,2012-03,Mon,summer,11,175,186
2012-03-26,2012-03,Mon,summer,13,80,93
2012-03-26,2012-03,Mon,summer,2,46,48
2012-03-27,2012-03,Tue,summer,1,9,10
2012-03-27,2012-03,Tue,summer,1,4,5
2012-03-27,2012-03,Tue,summer,1,6,7
2012-03-27,2012-03,Tue,summer,0,4,4
2012-03-27,2012-03,Tue,summer,0,3,3
2012-03-27,2012-03,Tue,summer,1,16,17
2012-03-27,2012-03,Tue,summer,5,96,101
2012-03-27,2012-03,Tue,summer,9,277,286
2012-03-27,2012-03,Tue,summer,14,567,581
2012-03-27,2012-03,Tue,summer,8,259,267
2012-03-27,2012-03,Tue,summer,20,118,138
2012-03-27,2012-03,Tue,summer,34,141,175
2012-03-27,2012-03,Tue,summer,34,186,220
2012-03-27,2012-03,Tue,summer,46,165,211
2012-03-27,2012-03,Tue,summer,37,147,184
2012-03-27,2012-03,Tue,summer,42,158,200
2012-03-27,2012-03,Tue,summer,38,267,305
2012-03-27,2012-03,Tue,summer,72,542,614
2012-03-27,2012-03,Tue,summer,67,577,644
2012-03-27,2012-03,Tue,summer,40,377,417
2012-03-27,2012-03,Tue,summer,28,266,294
2012-03-27,2012-03,Tue,summer,21,200,221
2012-03-27,2012-03,Tue,summer,7,127,134
2012-03-27,2012-03,Tue,summer,5,59,64
2012-03-28,2012-03,Wed,summer,1,29,30
2012-03-28,2012-03,Wed,summer,0,8,8
2012-03-28,2012-03,Wed,summer,0,3,3
2012-03-28,2012-03,Wed,summer,1,4,5
2012-03-28,2012-03,Wed,summer,1,0,1
2012-03-28,2012-03,Wed,summer,2,38,40
2012-03-28,2012-03,Wed,summer,4,111,115
2012-03-28,2012-03,Wed,summer,10,348,358
2012-03-28,2012-03,Wed,summer,19,639,658
2012-03-28,2012-03,Wed,summer,16,298,314
2012-03-28,2012-03,Wed,summer,33,140,173
2012-03-28,2012-03,Wed,summer,54,168,222
2012-03-28,2012-03,Wed,summer,50,218,268
2012-03-28,2012-03,Wed,summer,60,213,273
2012-03-28,2012-03,Wed,summer,52,169,221
2012-03-28,2012-03,Wed,summer,47,152,199
2012-03-28,2012-03,Wed,summer,51,170,221
2012-03-28,2012-03,Wed,summer,72,532,604
2012-03-28,2012-03,Wed,summer,61,580,641
2012-03-28,2012-03,Wed,summer,41,415,456
2012-03-28,2012-03,Wed,summer,38,324,362
2012-03-28,2012-03,Wed,summer,28,233,261
2012-03-28,2012-03,Wed,summer,21,151,172
2012-03-28,2012-03,Wed,summer,12,81,93
2012-03-29,2012-03,Thu,summer,10,38,48
2012-03-29,2012-03,Thu,summer,15,18,33
2012-03-29,2012-03,Thu,summer,0,6,6
2012-03-29,2012-03,Thu,summer,1,4,5
2012-03-29,2012-03,Thu,summer,1,8,9
2012-03-29,2012-03,Thu,summer,2,30,32
2012-03-29,2012-03,Thu,summer,3,114,117
2012-03-29,2012-03,Thu,summer,14,353,367
2012-03-29,2012-03,Thu,summer,26,628,654
2012-03-29,2012-03,Thu,summer,22,299,321
2012-03-29,2012-03,Thu,summer,42,124,166
2012-03-29,2012-03,Thu,summer,54,166,220
2012-03-29,2012-03,Thu,summer,64,228,292
2012-03-29,2012-03,Thu,summer,50,223,273
2012-03-29,2012-03,Thu,summer,63,175,238
2012-03-29,2012-03,Thu,summer,109,198,307
2012-03-29,2012-03,Thu,summer,67,321,388
2012-03-29,2012-03,Thu,summer,83,620,703
2012-03-29,2012-03,Thu,summer,83,598,681
2012-03-29,2012-03,Thu,summer,47,421,468
2012-03-29,2012-03,Thu,summer,34,301,335
2012-03-29,2012-03,Thu,summer,10,214,224
2012-03-29,2012-03,Thu,summer,17,135,152
2012-03-29,2012-03,Thu,summer,17,77,94
2012-03-30,2012-03,Fri,summer,10,49,59
2012-03-30,2012-03,Fri,summer,6,21,27
2012-03-30,2012-03,Fri,summer,1,6,7
2012-03-30,2012-03,Fri,summer,0,7,7
2012-03-30,2012-03,Fri,summer,1,1,2
2012-03-30,2012-03,Fri,summer,0,26,26
2012-03-30,2012-03,Fri,summer,5,81,86
2012-03-30,2012-03,Fri,summer,9,280,289
2012-03-30,2012-03,Fri,summer,38,555,593
2012-03-30,2012-03,Fri,summer,29,292,321
2012-03-30,2012-03,Fri,summer,50,137,187
2012-03-30,2012-03,Fri,summer,48,153,201
2012-03-30,2012-03,Fri,summer,62,208,270
2012-03-30,2012-03,Fri,summer,44,198,242
2012-03-30,2012-03,Fri,summer,56,173,229
2012-03-30,2012-03,Fri,summer,73,207,280
2012-03-30,2012-03,Fri,summer,75,292,367
2012-03-30,2012-03,Fri,summer,93,513,606
2012-03-30,2012-03,Fri,summer,68,492,560
2012-03-30,2012-03,Fri,summer,42,353,395
2012-03-30,2012-03,Fri,summer,17,192,209
2012-03-30,2012-03,Fri,summer,30,190,220
2012-03-30,2012-03,Fri,summer,23,130,153
2012-03-30,2012-03,Fri,summer,16,107,123
2012-03-31,2012-03,Sat,summer,12,80,92
2012-03-31,2012-03,Sat,summer,17,65,82
2012-03-31,2012-03,Sat,summer,14,55,69
2012-03-31,2012-03,Sat,summer,10,21,31
2012-03-31,2012-03,Sat,summer,4,4,8
2012-03-31,2012-03,Sat,summer,0,5,5
2012-03-31,2012-03,Sat,summer,7,16,23
2012-03-31,2012-03,Sat,summer,5,39,44
2012-03-31,2012-03,Sat,summer,19,126,145
2012-03-31,2012-03,Sat,summer,62,161,223
2012-03-31,2012-03,Sat,summer,108,205,313
2012-03-31,2012-03,Sat,summer,184,279,463
2012-03-31,2012-03,Sat,summer,263,358,621
2012-03-31,2012-03,Sat,summer,265,373,638
2012-03-31,2012-03,Sat,summer,240,311,551
2012-03-31,2012-03,Sat,summer,275,330,605
2012-03-31,2012-03,Sat,summer,243,292,535
2012-03-31,2012-03,Sat,summer,238,305,543
2012-03-31,2012-03,Sat,summer,102,239,341
2012-03-31,2012-03,Sat,summer,93,191,284
2012-03-31,2012-03,Sat,summer,52,156,208
2012-03-31,2012-03,Sat,summer,36,107,143
2012-03-31,2012-03,Sat,summer,40,116,156
2012-03-31,2012-03,Sat,summer,12,100,112
2012-04-01,2012-04,Sun,summer,8,59,67
2012-04-01,2012-04,Sun,summer,13,49,62
2012-04-01,2012-04,Sun,summer,20,61,81
2012-04-01,2012-04,Sun,summer,4,21,25
2012-04-01,2012-04,Sun,summer,3,9,12
2012-04-01,2012-04,Sun,summer,8,10,18
2012-04-01,2012-04,Sun,summer,9,88,97
2012-04-01,2012-04,Sun,summer,29,55,84
2012-04-01,2012-04,Sun,summer,37,88,125
2012-04-01,2012-04,Sun,summer,102,173,275
2012-04-01,2012-04,Sun,summer,132,228,360
2012-04-01,2012-04,Sun,summer,180,271,451
2012-04-01,2012-04,Sun,summer,187,258,445
2012-04-01,2012-04,Sun,summer,190,274,464
2012-04-01,2012-04,Sun,summer,283,278,561
2012-04-01,2012-04,Sun,summer,295,278,573
2012-04-01,2012-04,Sun,summer,236,275,511
2012-04-01,2012-04,Sun,summer,232,323,555
2012-04-01,2012-04,Sun,summer,153,279,432
2012-04-01,2012-04,Sun,summer,110,236,346
2012-04-01,2012-04,Sun,summer,66,166,232
2012-04-01,2012-04,Sun,summer,33,101,134
2012-04-01,2012-04,Sun,summer,7,61,68
2012-04-01,2012-04,Sun,summer,10,53,63
2012-04-02,2012-04,Mon,summer,6,11,17
2012-04-02,2012-04,Mon,summer,0,5,5
2012-04-02,2012-04,Mon,summer,2,3,5
2012-04-02,2012-04,Mon,summer,2,2,4
2012-04-02,2012-04,Mon,summer,2,22,24
2012-04-02,2012-04,Mon,summer,6,104,110
2012-04-02,2012-04,Mon,summer,12,294,306
2012-04-02,2012-04,Mon,summer,36,553,589
2012-04-02,2012-04,Mon,summer,52,265,317
2012-04-02,2012-04,Mon,summer,85,119,204
2012-04-02,2012-04,Mon,summer,81,128,209
2012-04-02,2012-04,Mon,summer,100,181,281
2012-04-02,2012-04,Mon,summer,97,184,281
2012-04-02,2012-04,Mon,summer,127,141,268
2012-04-02,2012-04,Mon,summer,132,192,324
2012-04-02,2012-04,Mon,summer,104,291,395
2012-04-02,2012-04,Mon,summer,128,601,729
2012-04-02,2012-04,Mon,summer,75,543,618
2012-04-02,2012-04,Mon,summer,66,428,494
2012-04-02,2012-04,Mon,summer,48,281,329
2012-04-02,2012-04,Mon,summer,24,214,238
2012-04-02,2012-04,Mon,summer,17,106,123
2012-04-02,2012-04,Mon,summer,6,60,66
2012-04-03,2012-04,Tue,summer,1,32,33
2012-04-03,2012-04,Tue,summer,0,11,11
2012-04-03,2012-04,Tue,summer,0,5,5
2012-04-03,2012-04,Tue,summer,0,3,3
2012-04-03,2012-04,Tue,summer,0,1,1
2012-04-03,2012-04,Tue,summer,2,25,27
2012-04-03,2012-04,Tue,summer,2,98,100
2012-04-03,2012-04,Tue,summer,14,327,341
2012-04-03,2012-04,Tue,summer,27,577,604
2012-04-03,2012-04,Tue,summer,54,354,408
2012-04-03,2012-04,Tue,summer,77,142,219
2012-04-03,2012-04,Tue,summer,91,167,258
2012-04-03,2012-04,Tue,summer,101,230,331
2012-04-03,2012-04,Tue,summer,120,225,345
2012-04-03,2012-04,Tue,summer,120,191,311
2012-04-03,2012-04,Tue,summer,109,207,316
2012-04-03,2012-04,Tue,summer,145,340,485
2012-04-03,2012-04,Tue,summer,123,634,757
2012-04-03,2012-04,Tue,summer,139,661,800
2012-04-03,2012-04,Tue,summer,98,460,558
2012-04-03,2012-04,Tue,summer,54,325,379
2012-04-03,2012-04,Tue,summer,33,210,243
2012-04-03,2012-04,Tue,summer,25,133,158
2012-04-03,2012-04,Tue,summer,13,66,79
2012-04-04,2012-04,Wed,summer,18,23,41
2012-04-04,2012-04,Wed,summer,0,11,11
2012-04-04,2012-04,Wed,summer,0,5,5
2012-04-04,2012-04,Wed,summer,0,3,3
2012-04-04,2012-04,Wed,summer,0,1,1
2012-04-04,2012-04,Wed,summer,0,27,27
2012-04-04,2012-04,Wed,summer,6,120,126
2012-04-04,2012-04,Wed,summer,12,354,366
2012-04-04,2012-04,Wed,summer,31,653,684
2012-04-04,2012-04,Wed,summer,47,316,363
2012-04-04,2012-04,Wed,summer,68,99,167
2012-04-04,2012-04,Wed,summer,61,152,213
2012-04-04,2012-04,Wed,summer,73,210,283
2012-04-04,2012-04,Wed,summer,70,181,251
2012-04-04,2012-04,Wed,summer,82,176,258
2012-04-04,2012-04,Wed,summer,86,182,268
2012-04-04,2012-04,Wed,summer,86,304,390
2012-04-04,2012-04,Wed,summer,99,645,744
2012-04-04,2012-04,Wed,summer,113,646,759
2012-04-04,2012-04,Wed,summer,75,419,494
2012-04-04,2012-04,Wed,summer,39,333,372
2012-04-04,2012-04,Wed,summer,43,255,298
2012-04-04,2012-04,Wed,summer,30,151,181
2012-04-04,2012-04,Wed,summer,19,112,131
2012-04-05,2012-04,Thu,summer,12,33,45
2012-04-05,2012-04,Thu,summer,4,9,13
2012-04-05,2012-04,Thu,summer,7,11,18
2012-04-05,2012-04,Thu,summer,0,5,5
2012-04-05,2012-04,Thu,summer,0,1,1
2012-04-05,2012-04,Thu,summer,1,28,29
2012-04-05,2012-04,Thu,summer,8,118,126
2012-04-05,2012-04,Thu,summer,15,339,354
2012-04-05,2012-04,Thu,summer,28,610,638
2012-04-05,2012-04,Thu,summer,61,290,351
2012-04-05,2012-04,Thu,summer,88,158,246
2012-04-05,2012-04,Thu,summer,109,159,268
2012-04-05,2012-04,Thu,summer,66,210,276
2012-04-05,2012-04,Thu,summer,89,202,291
2012-04-05,2012-04,Thu,summer,143,144,287
2012-04-05,2012-04,Thu,summer,98,171,269
2012-04-05,2012-04,Thu,summer,84,318,402
2012-04-05,2012-04,Thu,summer,145,677,822
2012-04-05,2012-04,Thu,summer,80,618,698
2012-04-05,2012-04,Thu,summer,64,423,487
2012-04-05,2012-04,Thu,summer,33,279,312
2012-04-05,2012-04,Thu,summer,25,209,234
2012-04-05,2012-04,Thu,summer,20,129,149
2012-04-05,2012-04,Thu,summer,12,124,136
2012-04-06,2012-04,Fri,summer,12,49,61
2012-04-06,2012-04,Fri,summer,10,28,38
2012-04-06,2012-04,Fri,summer,6,5,11
2012-04-06,2012-04,Fri,summer,3,5,8
2012-04-06,2012-04,Fri,summer,2,3,5
2012-04-06,2012-04,Fri,summer,0,23,23
2012-04-06,2012-04,Fri,summer,0,80,80
2012-04-06,2012-04,Fri,summer,15,231,246
2012-04-06,2012-04,Fri,summer,19,489,508
2012-04-06,2012-04,Fri,summer,58,318,376
2012-04-06,2012-04,Fri,summer,81,157,238
2012-04-06,2012-04,Fri,summer,112,179,291
2012-04-06,2012-04,Fri,summer,113,224,337
2012-04-06,2012-04,Fri,summer,173,238,411
2012-04-06,2012-04,Fri,summer,240,250,490
2012-04-06,2012-04,Fri,summer,218,319,537
2012-04-06,2012-04,Fri,summer,184,352,536
2012-04-06,2012-04,Fri,summer,172,483,655
2012-04-06,2012-04,Fri,summer,104,380,484
2012-04-06,2012-04,Fri,summer,115,297,412
2012-04-06,2012-04,Fri,summer,61,191,252
2012-04-06,2012-04,Fri,summer,54,136,190
2012-04-06,2012-04,Fri,summer,34,124,158
2012-04-06,2012-04,Fri,summer,21,92,113
2012-04-07,2012-04,Sat,summer,9,85,94
2012-04-07,2012-04,Sat,summer,9,60,69
2012-04-07,2012-04,Sat,summer,11,25,36
2012-04-07,2012-04,Sat,summer,7,21,28
2012-04-07,2012-04,Sat,summer,3,4,7
2012-04-07,2012-04,Sat,summer,0,2,2
2012-04-07,2012-04,Sat,summer,1,18,19
2012-04-07,2012-04,Sat,summer,14,40,54
2012-04-07,2012-04,Sat,summer,29,94,123
2012-04-07,2012-04,Sat,summer,103,173,276
2012-04-07,2012-04,Sat,summer,187,176,363
2012-04-07,2012-04,Sat,summer,251,244,495
2012-04-07,2012-04,Sat,summer,320,270,590
2012-04-07,2012-04,Sat,summer,355,288,643
2012-04-07,2012-04,Sat,summer,326,252,578
2012-04-07,2012-04,Sat,summer,321,305,626
2012-04-07,2012-04,Sat,summer,354,261,615
2012-04-07,2012-04,Sat,summer,299,268,567
2012-04-07,2012-04,Sat,summer,227,290,517
2012-04-07,2012-04,Sat,summer,170,243,413
2012-04-07,2012-04,Sat,summer,73,135,208
2012-04-07,2012-04,Sat,summer,75,159,234
2012-04-07,2012-04,Sat,summer,76,106,182
2012-04-07,2012-04,Sat,summer,32,86,118
2012-04-08,2012-04,Sun,summer,21,64,85
2012-04-08,2012-04,Sun,summer,14,50,64
2012-04-08,2012-04,Sun,summer,7,25,32
2012-04-08,2012-04,Sun,summer,8,18,26
2012-04-08,2012-04,Sun,summer,0,7,7
2012-04-08,2012-04,Sun,summer,4,8,12
2012-04-08,2012-04,Sun,summer,7,21,28
2012-04-08,2012-04,Sun,summer,12,25,37
2012-04-08,2012-04,Sun,summer,19,65,84
2012-04-08,2012-04,Sun,summer,71,108,179
2012-04-08,2012-04,Sun,summer,113,186,299
2012-04-08,2012-04,Sun,summer,195,209,404
2012-04-08,2012-04,Sun,summer,198,259,457
2012-04-08,2012-04,Sun,summer,229,254,483
2012-04-08,2012-04,Sun,summer,254,249,503
2012-04-08,2012-04,Sun,summer,260,226,486
2012-04-08,2012-04,Sun,summer,232,244,476
2012-04-08,2012-04,Sun,summer,185,226,411
2012-04-08,2012-04,Sun,summer,151,159,310
2012-04-08,2012-04,Sun,summer,89,187,276
2012-04-08,2012-04,Sun,summer,65,146,211
2012-04-08,2012-04,Sun,summer,53,77,130
2012-04-08,2012-04,Sun,summer,33,85,118
2012-04-08,2012-04,Sun,summer,10,41,51
2012-04-09,2012-04,Mon,summer,8,29,37
2012-04-09,2012-04,Mon,summer,4,12,16
2012-04-09,2012-04,Mon,summer,2,4,6
2012-04-09,2012-04,Mon,summer,0,3,3
2012-04-09,2012-04,Mon,summer,2,3,5
2012-04-09,2012-04,Mon,summer,2,30,32
2012-04-09,2012-04,Mon,summer,3,108,111
2012-04-09,2012-04,Mon,summer,11,320,331
2012-04-09,2012-04,Mon,summer,22,595,617
2012-04-09,2012-04,Mon,summer,50,236,286
2012-04-09,2012-04,Mon,summer,65,113,178
2012-04-09,2012-04,Mon,summer,96,127,223
2012-04-09,2012-04,Mon,summer,94,186,280
2012-04-09,2012-04,Mon,summer,108,173,281
2012-04-09,2012-04,Mon,summer,66,152,218
2012-04-09,2012-04,Mon,summer,82,173,255
2012-04-09,2012-04,Mon,summer,81,310,391
2012-04-09,2012-04,Mon,summer,67,565,632
2012-04-09,2012-04,Mon,summer,60,586,646
2012-04-09,2012-04,Mon,summer,35,386,421
2012-04-09,2012-04,Mon,summer,21,255,276
2012-04-09,2012-04,Mon,summer,14,151,165
2012-04-09,2012-04,Mon,summer,6,102,108
2012-04-09,2012-04,Mon,summer,6,61,67
2012-04-10,2012-04,Tue,summer,3,23,26
2012-04-10,2012-04,Tue,summer,0,9,9
2012-04-10,2012-04,Tue,summer,0,2,2
2012-04-10,2012-04,Tue,summer,0,2,2
2012-04-10,2012-04,Tue,summer,0,2,2
2012-04-10,2012-04,Tue,summer,0,24,24
2012-04-10,2012-04,Tue,summer,3,100,103
2012-04-10,2012-04,Tue,summer,16,368,384
2012-04-10,2012-04,Tue,summer,22,670,692
2012-04-10,2012-04,Tue,summer,16,303,319
2012-04-10,2012-04,Tue,summer,49,132,181
2012-04-10,2012-04,Tue,summer,78,161,239
2012-04-10,2012-04,Tue,summer,75,184,259
2012-04-10,2012-04,Tue,summer,81,202,283
2012-04-10,2012-04,Tue,summer,75,149,224
2012-04-10,2012-04,Tue,summer,46,157,203
2012-04-10,2012-04,Tue,summer,66,296,362
2012-04-10,2012-04,Tue,summer,88,656,744
2012-04-10,2012-04,Tue,summer,78,626,704
2012-04-10,2012-04,Tue,summer,51,428,479
2012-04-10,2012-04,Tue,summer,34,248,282
2012-04-10,2012-04,Tue,summer,15,191,206
2012-04-10,2012-04,Tue,summer,9,118,127
2012-04-10,2012-04,Tue,summer,14,48,62
2012-04-11,2012-04,Wed,summer,8,22,30
2012-04-11,2012-04,Wed,summer,3,9,12
2012-04-11,2012-04,Wed,summer,0,2,2
2012-04-11,2012-04,Wed,summer,0,2,2
2012-04-11,2012-04,Wed,summer,1,26,27
2012-04-11,2012-04,Wed,summer,3,103,106
2012-04-11,2012-04,Wed,summer,18,303,321
2012-04-11,2012-04,Wed,summer,14,581,595
2012-04-11,2012-04,Wed,summer,20,282,302
2012-04-11,2012-04,Wed,summer,26,127,153
2012-04-11,2012-04,Wed,summer,38,142,180
2012-04-11,2012-04,Wed,summer,35,147,182
2012-04-11,2012-04,Wed,summer,16,147,163
2012-04-11,2012-04,Wed,summer,34,101,135
2012-04-11,2012-04,Wed,summer,50,152,202
2012-04-11,2012-04,Wed,summer,51,256,307
2012-04-11,2012-04,Wed,summer,52,527,579
2012-04-11,2012-04,Wed,summer,39,546,585
2012-04-11,2012-04,Wed,summer,28,356,384
2012-04-11,2012-04,Wed,summer,22,213,235
2012-04-11,2012-04,Wed,summer,11,154,165
2012-04-11,2012-04,Wed,summer,4,130,134
2012-04-11,2012-04,Wed,summer,9,52,61
2012-04-12,2012-04,Thu,summer,1,22,23
2012-04-12,2012-04,Thu,summer,2,7,9
2012-04-12,2012-04,Thu,summer,0,4,4
2012-04-12,2012-04,Thu,summer,2,3,5
2012-04-12,2012-04,Thu,summer,0,1,1
2012-04-12,2012-04,Thu,summer,0,21,21
2012-04-12,2012-04,Thu,summer,2,94,96
2012-04-12,2012-04,Thu,summer,12,294,306
2012-04-12,2012-04,Thu,summer,20,604,624
2012-04-12,2012-04,Thu,summer,16,271,287
2012-04-12,2012-04,Thu,summer,38,103,141
2012-04-12,2012-04,Thu,summer,50,174,224
2012-04-12,2012-04,Thu,summer,60,199,259
2012-04-12,2012-04,Thu,summer,55,148,203
2012-04-12,2012-04,Thu,summer,74,150,224
2012-04-12,2012-04,Thu,summer,42,169,211
2012-04-12,2012-04,Thu,summer,54,299,353
2012-04-12,2012-04,Thu,summer,60,596,656
2012-04-12,2012-04,Thu,summer,63,547,610
2012-04-12,2012-04,Thu,summer,50,383,433
2012-04-12,2012-04,Thu,summer,26,254,280
2012-04-12,2012-04,Thu,summer,13,174,187
2012-04-12,2012-04,Thu,summer,15,143,158
2012-04-12,2012-04,Thu,summer,8,86,94
2012-04-13,2012-04,Fri,summer,14,41,55
2012-04-13,2012-04,Fri,summer,2,28,30
2012-04-13,2012-04,Fri,summer,6,5,11
2012-04-13,2012-04,Fri,summer,3,8,11
2012-04-13,2012-04,Fri,summer,1,4,5
2012-04-13,2012-04,Fri,summer,2,19,21
2012-04-13,2012-04,Fri,summer,0,84,84
2012-04-13,2012-04,Fri,summer,13,283,296
2012-04-13,2012-04,Fri,summer,24,539,563
2012-04-13,2012-04,Fri,summer,36,294,330
2012-04-13,2012-04,Fri,summer,59,133,192
2012-04-13,2012-04,Fri,summer,75,158,233
2012-04-13,2012-04,Fri,summer,104,218,322
2012-04-13,2012-04,Fri,summer,112,246,358
2012-04-13,2012-04,Fri,summer,125,223,348
2012-04-13,2012-04,Fri,summer,115,237,352
2012-04-13,2012-04,Fri,summer,113,350,463
2012-04-13,2012-04,Fri,summer,117,621,738
2012-04-13,2012-04,Fri,summer,107,564,671
2012-04-13,2012-04,Fri,summer,75,352,427
2012-04-13,2012-04,Fri,summer,44,242,286
2012-04-13,2012-04,Fri,summer,36,153,189
2012-04-13,2012-04,Fri,summer,34,181,215
2012-04-13,2012-04,Fri,summer,35,163,198
2012-04-14,2012-04,Sat,summer,11,85,96
2012-04-14,2012-04,Sat,summer,10,60,70
2012-04-14,2012-04,Sat,summer,3,53,56
2012-04-14,2012-04,Sat,summer,6,26,32
2012-04-14,2012-04,Sat,summer,5,9,14
2012-04-14,2012-04,Sat,summer,2,5,7
2012-04-14,2012-04,Sat,summer,2,19,21
2012-04-14,2012-04,Sat,summer,8,56,64
2012-04-14,2012-04,Sat,summer,24,136,160
2012-04-14,2012-04,Sat,summer,59,206,265
2012-04-14,2012-04,Sat,summer,139,267,406
2012-04-14,2012-04,Sat,summer,207,357,564
2012-04-14,2012-04,Sat,summer,274,404,678
2012-04-14,2012-04,Sat,summer,308,370,678
2012-04-14,2012-04,Sat,summer,288,372,660
2012-04-14,2012-04,Sat,summer,311,347,658
2012-04-14,2012-04,Sat,summer,253,329,582
2012-04-14,2012-04,Sat,summer,251,309,560
2012-04-14,2012-04,Sat,summer,197,284,481
2012-04-14,2012-04,Sat,summer,163,296,459
2012-04-14,2012-04,Sat,summer,112,209,321
2012-04-14,2012-04,Sat,summer,53,167,220
2012-04-14,2012-04,Sat,summer,64,148,212
2012-04-14,2012-04,Sat,summer,45,151,196
2012-04-15,2012-04,Sun,summer,30,94,124
2012-04-15,2012-04,Sun,summer,17,89,106
2012-04-15,2012-04,Sun,summer,20,54,74
2012-04-15,2012-04,Sun,summer,18,27,45
2012-04-15,2012-04,Sun,summer,2,10,12
2012-04-15,2012-04,Sun,summer,4,6,10
2012-04-15,2012-04,Sun,summer,5,11,16
2012-04-15,2012-04,Sun,summer,16,30,46
2012-04-15,2012-04,Sun,summer,33,64,97
2012-04-15,2012-04,Sun,summer,97,154,251
2012-04-15,2012-04,Sun,summer,186,235,421
2012-04-15,2012-04,Sun,summer,227,301,528
2012-04-15,2012-04,Sun,summer,275,360,635
2012-04-15,2012-04,Sun,summer,298,383,681
2012-04-15,2012-04,Sun,summer,282,346,628
2012-04-15,2012-04,Sun,summer,266,351,617
2012-04-15,2012-04,Sun,summer,286,330,616
2012-04-15,2012-04,Sun,summer,262,361,623
2012-04-15,2012-04,Sun,summer,184,295,479
2012-04-15,2012-04,Sun,summer,114,265,379
2012-04-15,2012-04,Sun,summer,86,205,291
2012-04-15,2012-04,Sun,summer,76,153,229
2012-04-15,2012-04,Sun,summer,37,97,134
2012-04-15,2012-04,Sun,summer,25,65,90
2012-04-16,2012-04,Mon,summer,15,26,41
2012-04-16,2012-04,Mon,summer,7,21,28
2012-04-16,2012-04,Mon,summer,5,9,14
2012-04-16,2012-04,Mon,summer,3,5,8
2012-04-16,2012-04,Mon,summer,0,6,6
2012-04-16,2012-04,Mon,summer,4,34,38
2012-04-16,2012-04,Mon,summer,10,123,133
2012-04-16,2012-04,Mon,summer,20,367,387
2012-04-16,2012-04,Mon,summer,48,549,597
2012-04-16,2012-04,Mon,summer,59,238,297
2012-04-16,2012-04,Mon,summer,75,149,224
2012-04-16,2012-04,Mon,summer,115,136,251
2012-04-16,2012-04,Mon,summer,75,196,271
2012-04-16,2012-04,Mon,summer,79,184,263
2012-04-16,2012-04,Mon,summer,105,183,288
2012-04-16,2012-04,Mon,summer,81,194,275
2012-04-16,2012-04,Mon,summer,92,266,358
2012-04-16,2012-04,Mon,summer,111,601,712
2012-04-16,2012-04,Mon,summer,87,589,676
2012-04-16,2012-04,Mon,summer,61,461,522
2012-04-16,2012-04,Mon,summer,48,327,375
2012-04-16,2012-04,Mon,summer,39,232,271
2012-04-16,2012-04,Mon,summer,35,179,214
2012-04-16,2012-04,Mon,summer,24,97,121
2012-04-17,2012-04,Tue,summer,10,33,43
2012-04-17,2012-04,Tue,summer,6,5,11
2012-04-17,2012-04,Tue,summer,1,3,4
2012-04-17,2012-04,Tue,summer,0,6,6
2012-04-17,2012-04,Tue,summer,3,6,9
2012-04-17,2012-04,Tue,summer,1,29,30
2012-04-17,2012-04,Tue,summer,8,136,144
2012-04-17,2012-04,Tue,summer,18,443,461
2012-04-17,2012-04,Tue,summer,42,631,673
2012-04-17,2012-04,Tue,summer,71,329,400
2012-04-17,2012-04,Tue,summer,52,165,217
2012-04-17,2012-04,Tue,summer,65,174,239
2012-04-17,2012-04,Tue,summer,65,179,244
